PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
307859835,23044401,99,2023-03-26T11:30:00,"4000 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,LOST PROPERTY,9504 Lost Property,902,7,2,-79.9616807037037,40.4687010518457
307862389,23044448,27,2023-03-26T12:00:00,"50 Block S 15th St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9835130636789,40.4297337245798
307946826,23044947,99,2023-03-27T14:38:00,"300 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),201,6,6,-80.006260044902,40.4405702014184
308409053,23048781,99,2023-04-03T12:55:00,"500 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,DOG BITE,9492 Dog Bite,201,6,6,-79.9981194717119,40.4403400419921
308437832,23049110,99,2023-04-03T22:56:00,"900 Block Berkshire Ave Pittsburgh, PA 15226",N,Brookline,6,AIDED CASE,9497 Aided Case,1918,4,5,-80.019919981023,40.3922401139267
308942680,23052382,29,2023-04-10T02:25:00,"2400 Block Allender Ave Pittsburgh, PA 15220",N,Banksville,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,2023,2,5,-80.0472366076164,40.4031304528752
309034787,23052820,0,2023-04-10T19:45:00,"2200 Block Railroad St Pittsburgh, PA 15222",Y,Strip District,3,99,9093 Indirect Criminal Contempt,203,7,6,-79.9839065222451,40.4536105913474
-3545212858,23037354,0,2023-03-13T15:35:00,"2400 Block Custer Ave Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2904,,,,
307123397,23039111,15,2023-03-16T22:45:00,"900 Block Freeport Rd Pittsburgh, PA 15238",Y,Lincoln-Lemington-Belmar,5,SALE OR TRANSFER OF FIREARMS,6111 Sale of Firearms.,1201,9,2,-79.8923529450752,40.4861185015656
307177443,23039073,11,2023-03-13T12:00:00,"1000 Block Mirror St Pittsburgh, PA 15217",Y,Greenfield,4,IDENTITY THEFT,4120 Identity Theft,1517,5,3,-79.9309153138334,40.4265134521452
307186354,23039657,14,2023-03-17T21:23:00,"S Atlantic Ave & Coral St Pittsburgh, PA 15224",N,Bloomfield,5,CRIM MISCHIEF,3304 Criminal Mischief. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3746 Immediate Notice of Accident to Police Department,806,7,2,-79.9387353940268,40.4636832233511
307192529,23039771,0,2023-03-18T02:24:00,"2000 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): ,103,6,3,-79.9775329065649,40.4380106868591
307193449,23039756,99,2023-03-17T23:20:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,FOUND DRUGS,9017 Found Drugs,103,6,6,-79.9945910498533,40.4353346704734
307429482,23041540,0,2023-03-21T13:15:00,"3100 Block Ladoga St Pittsburgh, PA 15204",N,Windgap,6,99,9994 PFA Service,2807,2,5,-80.0672591596905,40.4489239458896
-3615011734,23046680,29,2023-03-30T16:20:00,"6600 Block Lyric St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1203,9,2,-79.9052006359502,40.4646420038375
308182194,23046624,99,2023-03-30T15:09:00,"900 Block Benton Ave Pittsburgh, PA 15212",N,Brighton Heights,1,MENTAL 201/302,9498 302 (Mental),2708,1,1,-80.0344867868631,40.4890631657921
308184218,23046700,0,2023-03-30T17:17:00,"2400 Block Toner St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2704,1,1,-80.0319593044537,40.4659652175532
308186050,23046753,10,2023-03-30T17:30:00,"3300 Block Penn Ave Pittsburgh, PA 15201",Y,Lower Lawrenceville,2,HARRASSMENT,2709(a) Harassment.,603,7,2,-79.9684179871709,40.46166764765
308188454,23046652,99,2023-03-30T15:53:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",Y,Point Breeze North,4,MENTAL 201/302,9498 302 (Mental),1405,9,2,-79.8928013971768,40.4496546331193
308192382,23046783,99,2023-03-30T19:38:00,"700 Block Casino Dr Pittsburgh, PA 15233",N,Manchester,1,AIDED CASE,9497 Aided Case,2107,,,,
308268440,23047444,5,2023-04-01T00:30:00,"100 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,BURGLARY,3502 Burglary.,201,6,6,-80.0002244573837,40.4373038544899
306749928,23037258,99,2023-03-13T12:09:00,"1000 Block Crucible St Pittsburgh, PA 15220",N,Elliott,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2020,2,5,-80.0417361542524,40.4432817526682
306764262,23037379,10,2023-03-13T16:02:00,"2900 Block Stayton St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2715,1,1,-80.0274849065856,40.4713604734435
308056635,23045789,0,2023-03-29T01:06:00,"Oxford St Pittsburgh, PA 15205",N,Westwood,6,99,9999 9999 - (Misc. Incident): ,2811,2,5,-80.0494186967121,40.4336934644456
308073077,23045856,6,2023-03-29T08:05:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",201,6,6,-79.9974088316752,40.4415332222525
308074684,23045834,99,2023-03-29T06:49:00,"4000 Block Franklin Rd Pittsburgh, PA 15214",Y,Perry North,1,AIDED CASE,9497 Aided Case,2602,1,1,-80.0188528217883,40.4913008333001
308082910,23045905,11,2023-03-29T09:00:00,"300 Block Smith Way Pittsburgh, PA 15211",N,Mount Washington,3,IDENTITY THEFT,4120 Identity Theft,1915,2,5,-80.0074399120959,40.4237518848677
308086211,23045866,27,2023-03-29T02:30:00,"300 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,6,6,-80.0002903704474,40.4405261905044
308096045,23045996,0,2023-03-29T13:10:00,"5000 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,99,9993 PFA Service with Weapons Supplement,1515,5,3,-79.9436863533923,40.4085502521902
308109157,23046024,27,2023-03-28T18:20:00,"Walnut St & Ivy St Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,703,8,2,-79.9321862149947,40.4516955338238
308174183,23046161,14,2023-03-29T18:00:00,"500 Block Lorenz Ave Pittsburgh, PA 15220",Y,Elliott,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2020,2,5,-80.0378595578448,40.4460582934769
308181883,23046716,6,2023-03-25T10:45:00,"400 Block Stanwix St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,201,6,6,-80.0039886127867,40.4408500373462
308195822,23046886,0,2023-03-30T23:45:00,"500 Block Wyncotte St Pittsburgh, PA 15204",N,Sheraden,6,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,2018,2,5,-80.054838488648,40.4589578782362
308252959,23047264,14,2023-03-31T16:10:00,"5600 Block Phillips Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,CRIM MISCHIEF,3304 Criminal Mischief.,1413,5,3,-79.9274597600395,40.4310266734137
307925070,23044809,6,2023-03-27T09:15:00,"4400 Block Howley St Pittsburgh, PA 15224",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,903,,,,
307934405,23044920,27,2023-03-26T00:31:00,"2200 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1609,3,3,-79.9745181768241,40.4282431397251
307942786,23044961,99,2023-03-27T15:52:00,"10 Block Davenport St Pittsburgh, PA 15219",N,Middle Hill,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),501,6,3,-79.9800878973402,40.4446475204478
307947226,23044949,6,2023-03-25T13:00:00,"900 Block Fordham Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,1918,4,5,-80.0220985965423,40.3906149262281
307954495,23045053,27,2023-03-27T17:29:00,"Brighton Rd & Marshall Ave Pittsburgh, PA 15214",N,Perry South,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2615,6,1,-80.0250163903379,40.4668951020182
307962560,23045214,27,2023-03-27T15:30:00,"400 Block S Braddock Ave Pittsburgh, PA 15221",N,Point Breeze,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1406,9,3,-79.8972814420911,40.4440040923021
307963604,23045252,0,2023-03-28T03:16:00,"3000 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2018,2,5,-80.0518596858958,40.4572755472928
307111903,23038818,0,2023-03-16T11:00:00,"7400 Block Stranahan St Pittsburgh, PA 15206",N,Homewood North,5,99,9994 PFA Service,1301,9,2,-79.8898520979042,40.4614074647197
307115580,23038961,10,2023-03-16T17:45:00,"1200 Block Mohler St Pittsburgh, PA 15221",Y,Homewood North,5,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License.,1301,9,2,-79.8864602237102,40.4593708354313
307155709,23039390,99,2023-03-17T12:37:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),509,6,3,-79.9742739984904,40.4496143418734
307181747,23039583,6,2023-03-17T17:15:00,"6400 Block Station St Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,9,2,-79.9187492236702,40.4610531925532
307183620,23039603,10,2023-03-17T19:00:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,TERRORISTIC THREATS,2706 Terroristic Threats.,1405,9,2,-79.8928013971768,40.4496546331193
307194547,23039809,23,2023-03-18T03:59:00,"7000 Block Forward Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,PUBLIC DRUNKENESS,5505 Public Drunkenness / 2709.A1 HARASSMENT SUBJECT OTHER TO PHYSICAL CONTACT,1408,5,3,-79.906967892611,40.4275425367054
307208166,23039862,27,2023-03-18T08:30:00,"10 Block Silver Lake Dr Pittsburgh, PA 15206",N,Homewood West,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1207,9,2,-79.9034934712948,40.4607189292734
307208899,23038402,10,2023-03-15T16:20:00,"6000 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,HARRASSMENT,"2709 Harassment (Non-Specific) / 3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",1115,9,2,-79.9247104221077,40.4611889439979
308118283,23045736,10,2023-03-26T23:00:00,"1000 Block Brushton Ave Pittsburgh, PA 15221",N,Homewood North,5,SIMPLE ASSAULT,2701 Simple Assault.,1301,9,2,-79.8877295846475,40.4565466971833
308263617,23046480,27,2023-03-31T10:00:00,"Termon Ave & California Ave Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2701,1,1,-80.0417675700238,40.4819110987957
308325389,23048165,99,2023-04-02T06:11:00,"1100 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),201,7,6,-79.9923774443368,40.4441629445093
308327984,23048176,10,2023-04-02T07:10:00,"2300 Block Fremont Pl Pittsburgh, PA 15216",Y,Beechview,6,TERRORISTIC THREATS,2706 Terroristic Threats.,1920,4,5,-80.0309766260644,40.4023239979519
308331252,23048224,2,2023-04-02T10:00:00,Zone 4,N,,4,RAPE,3121 Rape.,,,,,
306789215,23037534,5,2023-03-13T12:00:00,"1200 Block Mohler St Pittsburgh, PA 15221",N,Homewood North,5,BURGLARY,3502 Burglary.,1301,9,2,-79.8864602237102,40.4593708354313
306798706,23037587,99,2023-03-13T10:15:00,"3200 Block Juliet St Pittsburgh, PA 15213",Y,South Oakland,4,FOUND DRUGS,9017 Found Drugs,409,3,3,-79.9567073566516,40.4316416214526
307121349,23039087,6,2023-03-16T21:51:00,"200 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",405,,,,
307125991,23039106,6,2023-03-16T21:45:00,"6200 Block Penn Ave Pittsburgh, PA 15206",N,Shadyside,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 903 Criminal Conspiracy.,708,8,2,-79.92259331497,40.4601393368172
307191099,23038015,3,2023-03-14T22:38:00,"500 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,ROBBERY,3701 Robbery.,201,7,2,-79.9435820869511,40.464893357809
308190728,23045485,10,2023-03-28T12:00:00,"6900 Block Bennett St Pittsburgh, PA 15208",N,Homewood West,5,SIMPLE ASSAULT,2701 Simple Assault.,1207,,,,
308298887,23047837,99,2023-04-01T16:59:00,"400 Block West Commons Pittsburgh, PA 15212",N,Allegheny Center,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2204,1,1,-80.007187876827,40.4507203430677
308302213,23047806,27,2023-04-01T16:21:00,"1800 Block Rialto St Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2406,1,1,-79.9823122644011,40.4667610570454
308307617,23047926,10,2023-04-01T19:35:00,"S 21st St & Carey Way Pittsburgh, PA 15203",N,South Side Flats,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 3743 Accidents Involving Damage to Attended Veh. or Property,1609,3,3,-79.9763176842418,40.4280459990593
308312421,23048045,0,2023-04-02T00:30:00,"1500 Block 5th Ave Pittsburgh, PA 15219",Y,Bluff,2,99,9999 9999 - (Misc. Incident): ,103,6,3,-79.9850250924069,40.4385395995206
-3634000204,23047537,0,2023-04-01T05:10:00,"100 Block Lytton Ave Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): ,403,8,3,-79.954633101577,40.4461006201583
308315905,23048019,3,2023-04-02T00:28:00,"40 Block Reed St Pittsburgh, PA 15219",Y,Central Business District,2,ROBBERY,"3701 Robbery. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",201,,,-79.8734255821973,40.4360998771923
308350289,23048480,10,2023-04-02T21:08:00,"4000 Block Butler St Pittsburgh, PA 15201",Y,Central Lawrenceville,2,HARRASSMENT,2709 Harassment (Non-Specific),902,7,2,-79.9616807037037,40.4687010518457
308350433,23048443,18,2023-04-02T20:17:00,"Kalida Dr & Princeton Pl Pittsburgh, PA 15206",N,East Liberty,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 3361  Driving Vehicle at Safe Speed. / 3714 Careless Driving / 1511 Carrying and Exhibiting Driver's License on Demand.,1115,9,2,-79.9194067071191,40.4637382943169
306789050,23037511,0,2023-03-13T21:24:00,"6300 Block Caton St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1414,5,3,-79.9239155833864,40.4238750845749
306805465,21209356,10,2023-03-14T02:42:00,"700 Block Anaheim St Pittsburgh, PA 15219",Y,Upper Hill,2,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,506,6,3,-79.9631641368821,40.4526255348368
306932619,23037929,99,2023-03-14T18:29:00,"Marne Way & Chess St Pittsburgh, PA 15211",N,Mount Washington,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1914,2,5,-80.0127143605241,40.4234507187205
307004772,23038403,10,2023-03-15T16:37:00,"300 Block Wood St Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,,,-80.0581533364063,40.5044573772531
307009485,23038455,26,2023-03-15T16:00:00,"400 Block S Fairmount St Pittsburgh, PA 15232",N,Friendship,5,CRIMINAL TRESPASS,3503 Criminal Trespass,807,9,2,-79.9311705211186,40.4672446253278
308254945,23047302,99,2023-03-31T20:08:00,"3800 Block O Hara St Pittsburgh, PA 15213",Y,North Oakland,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,403,,,,
308255928,23046671,14,2023-03-30T16:00:00,"7100 Block Kedron St Pittsburgh, PA 15208",N,Homewood North,5,CRIM MISCHIEF,3304 Criminal Mischief.,1302,9,2,-79.8975131490834,40.4613935588489
308272984,23047508,10,2023-04-01T03:26:00,"1400 Block Brownsville Rd Pittsburgh, PA 15210",Y,Bluff,2,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 3304 Criminal Mischief.",103,4,3,-79.9893769184009,40.4021689972046
308296206,23047845,0,2023-04-01T16:59:00,"1100 Block Macon Ave Pittsburgh, PA 15218",N,Regent Square,4,99,9999 9999 - (Misc. Incident): Fallen tree on vehicles due to storm ,1410,5,3,-79.8971556799963,40.4313474259905
308332024,23048267,26,2023-04-02T12:04:00,"100 Block Parkfield St Pittsburgh, PA 15210",N,Carrick,3,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,2901,4,3,-79.9873681346591,40.3913062874697
308335313,23048272,14,2023-04-02T12:18:00,"2100 Block Fairland St Pittsburgh, PA 15210",N,Overbrook,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,3204,4,5,-79.9949476888238,40.3909669773935
308025040,23045451,10,2023-03-28T10:33:00,"600 Block Greer St Pittsburgh, PA 15207",N,Greenfield,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1517,5,3,-79.9391424495443,40.4234170514124
308042954,23045582,99,2023-03-28T17:11:00,"1200 Block Reedsdale St Pittsburgh, PA 15233",N,Central North Side,1,AIDED CASE,9497 Aided Case,2206,6,6,-80.0199936806853,40.4483994529234
308044130,23045636,99,2023-03-28T18:10:00,"1700 Block Seaton St Pittsburgh, PA 15226",N,Brookline,6,AIDED CASE,9497 Aided Case,1918,,,,
308046077,23045674,99,2023-03-28T17:14:00,"200 Block Carrington St Pittsburgh, PA 15212",N,Central North Side,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2503,6,1,-80.0098688711537,40.4588131474471
-3530247811,23045912,0,2023-03-29T10:04:00,"2200 Block Arlington Ave Pittsburgh, PA 15210",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): ,1608,3,3,-79.9759458393356,40.4171580578301
308109555,23046029,99,2023-03-29T14:24:00,"700 Block Berkshire Ave Pittsburgh, PA 15226",Y,Brookline,6,AIDED CASE,9497 Aided Case,1918,4,5,-80.0223900022563,40.3939876492849
308134587,23046336,27,2023-03-30T00:58:00,"Forbes Ave & Brady St Pittsburgh, PA 15219",N,Bluff,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,103,6,3,-79.9734712901158,40.437159438987
306941852,23038020,14,2023-03-14T23:41:00,"5700 Block Baum Blvd Pittsburgh, PA 15206",N,East Liberty,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 8106 Shots Fired,1115,7,2,-79.9337852570539,40.4583618995506
306946843,23038081,10,2023-03-15T03:30:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,3,HARRASSMENT,2709(a) Harassment.,509,6,3,-79.9738397064843,40.450983304173
307106827,23038957,27,2023-03-16T16:00:00,"Frankstown Ave & Madonna St Pittsburgh, PA 15221",N,East Hills,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1306,9,2,-79.8752123712862,40.4586619819572
307226820,23040195,14,2023-03-18T21:21:00,"2300 Block Jane St Pittsburgh, PA 15203",Y,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief. / 5505 Public Drunkenness,1609,3,3,-79.9726581872676,40.4257834528673
307245406,23040365,0,2023-03-19T05:00:00,"Shadeland Ave & Dickson St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,8106 Shots Fired / 3323 Stop Signs and Yield Signs.,2715,1,1,-80.0303028230174,40.4697791734837
308136179,23046368,0,2023-03-30T00:17:00,"300 Block La Marido St Pittsburgh, PA 15226",N,Brookline,6,99,9093 Indirect Criminal Contempt,1917,4,5,-80.0180780440246,40.4003518313301
308190364,23046568,99,2023-03-30T12:00:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,DRUG INVESTIGATION,9124 Drug Investigation,1106,9,2,-79.9086166755192,40.4703056332591
308196086,23046911,99,2023-03-31T00:04:00,"500 Block William Penn Pl Pittsburgh, PA 15219",Y,Central Business District,2,AIDED CASE,9497 Aided Case,201,,,,
308196797,23046291,11,2023-03-29T23:34:00,"4200 Block Geneva St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT BY DECEPTION,3922 Theft by Deception.,902,7,2,-79.9557228588635,40.46701800184
308198390,23046937,14,2023-03-30T21:00:00,"3200 Block Niagara St Pittsburgh, PA 15213",N,South Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,409,3,3,-79.9604312181213,40.4339267036077
308200339,23046888,10,2023-03-30T23:48:00,"2300 Block Perrysville Ave Pittsburgh, PA 15214",Y,Perry South,1,HARRASSMENT,2709(a) Harassment.,2614,6,1,-80.0110936313042,40.4663093443434
308240379,23047088,24,2023-03-31T12:07:00,"3400 Block 5th Ave Pittsburgh, PA 15213",N,Central Oakland,4,DISORDERLY CONDUCT,5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 901 Criminal Attempt,405,6,3,-79.9618828786591,40.4391209213561
308251992,23047211,10,2023-03-31T16:30:00,"200 Block East Ohio St Pittsburgh, PA 15212",N,Allegheny Center,1,SIMPLE ASSAULT,2701 Simple Assault.,2204,,,,
308286429,23047700,14,2023-03-31T09:00:00,"6000 Block Jackson St Pittsburgh, PA 15206",N,Highland Park,5,CRIM MISCHIEF,3304 Criminal Mischief.,1106,7,2,-79.9203399135613,40.471097640762
-3643034505,23038010,6,2023-03-14T03:00:00,"2900 Block Glasgow St Pittsburgh, PA 15204",N,Sheraden,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,2018,,,,
307119548,23039005,99,2023-03-16T21:24:00,"Penn Ave & S Lexington St Pittsburgh, PA 15208",Y,Point Breeze,4,MENTAL 201/302,9498 302 (Mental),1406,9,3,-79.8997755491679,40.4486702147272
307128411,23039138,10,2023-03-17T00:08:00,"2300 Block Railroad St Pittsburgh, PA 15222",N,Strip District,2,HARRASSMENT,2709(a) Harassment.,203,,,,
308116209,23046054,5,2023-03-29T14:35:00,"7200 Block Frankstown Ave Pittsburgh, PA 15208",Y,Homewood North,5,BURGLARY,3502 Burglary. / 3304 Criminal Mischief. / 3503(b.1)(1)(iii) Criminal Trespass/Simple Trespasser - Defacing or Damaging the Premises / 901 Criminal Attempt / 902 Criminal Solicitation.,1302,9,2,-79.8962697958446,40.4573889187146
308254157,23047254,18,2023-03-31T17:55:00,"N Braddock Ave & Penn Ave Pittsburgh, PA 15221",Y,Point Breeze North,4,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 4703 Operation of Vehicle without Official Certif. of Inspection / 4524 Windshield Obstructions and Wipers.,1405,9,3,-79.8951649898188,40.4471406611195
308258380,23047292,18,2023-03-31T19:06:00,"2400 Block Bracey Dr Pittsburgh, PA 15221",Y,East Hills,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 4524 Windshield Obstructions and Wipers.,1306,,,,
306804256,23037584,6,2023-03-14T01:40:00,"50 Block 11th St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,3,3,-79.9876755376991,40.428967496273
307014935,23038411,29,2023-03-15T16:48:00,"400 Block Mt Pleasant Rd Pittsburgh, PA 15214",Y,Northview Heights,1,RUNAWAYS - JUVENILE,029 Missing Juvenile / 9498 302 (Mental),2609,1,1,-80.0019047608856,40.4798372205299
307016023,23038513,29,2023-03-15T16:48:00,"400 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2609,1,1,-80.0019047608856,40.4798372205299
307016780,23038547,29,2023-03-15T16:48:00,"300 Block Mt Pleasant Rd Pittsburgh, PA ",N,Northview Heights,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2609,,,,
307016954,23038549,0,2023-03-15T17:55:00,"4400 Block Penn Ave Pittsburgh, PA 15224",N,Central Lawrenceville,2,99,9999 9999 - (Misc. Incident): Assist outside agency: Polk Police,902,7,2,-79.9532719117322,40.4659714216061
307089850,23038749,27,2023-03-14T15:30:00,"Bingham St & Bedford Sq Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9866783040875,40.429419285583
307123012,23039076,6,2023-03-16T21:26:00,"800 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2304,1,1,-79.9967109310997,40.4544186679224
307123102,23039060,10,2023-03-16T20:38:00,"5700 Block Baum Blvd Pittsburgh, PA 15206",Y,East Liberty,5,HARRASSMENT,2709(a) Harassment. / 5503 Disorderly Conduct.,1115,7,2,-79.9337852570539,40.4583618995506
308125586,23046118,3,2023-03-29T16:50:00,"1600 Block Hawthorne St Pittsburgh, PA 15206",Y,Stanton Heights,5,ROBBERY,3701 Robbery. / 2701 Simple Assault. / 3925 Receiving Stolen Property. / 9093 Indirect Criminal Contempt / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1018,7,2,-79.9327361577532,40.4864105982458
308127420,23046237,0,2023-03-29T16:50:00,"1600 Block Hawthorne St Pittsburgh, PA 15206",Y,Stanton Heights,5,99,9093 Indirect Criminal Contempt,1018,7,2,-79.9327361577532,40.4864105982458
308128915,23046210,27,2023-03-29T19:10:00,"Wyoming St & Virginia Ave Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1914,2,5,-80.0063758959997,40.4289964673777
-3629022491,23049837,27,2023-04-05T09:20:00,"800 Block STEUBEN St Pittsburgh, PA 15220",N,Elliott,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2020,2,5,-80.0404778034443,40.4415772591677
